GEOID,NAME,racial_majority,total_filings_12months,eviction_rate_12months,SVI_numeric,ALAND,AWATER,estimated_population,SVI_normalized,eviction_rate_normalized
39049008900,89,White,25,16.06714782418684,0.377,1555970,12743,1555.97,0.377,0.04184215752486977
39049009000,90,White,4,1.522529439058285,0.183,2627207,37968,2627.207,0.183,0.003964979803660488
39049009100,91,White,13,6.227902921365539,0.129,2087380,0,2087.38,0.129,0.016218740123439546
39049009220,92.20,Other,123,59.720247057321245,0.954,2059603,7971,2059.603,0.954,0.15552380622495715
39049009230,92.30,Other,274,148.27249020400455,0.925,1847949,5258,1847.949,0.925,0.3861320602516244
39049009240,92.40,White,43,51.91581428143684,0.516,828264,0,828.264,0.516,0.13519945810952932
39049009250,92.50,White,18,15.340678109108014,0.675,1173351,0,1173.351,0.675,0.039950280971047504
39049009251,92.51,Other,114,25.520255023460724,0.712,4467040,23764,4467.04,0.712,0.0664599929278696
39049009252,92.52,Black,93,49.8782274028836,0.576,1864541,36485,1864.541,0.576,0.12989316279962437
39049009311,93.11,Other,137,80.49367889602625,0.672,1701997,34982,1701.997,0.672,0.20962209528275577
39049009312,93.12,Black,176,112.25062503188937,0.837,1567920,36725,1567.92,0.837,0.2923237145910252
39049009321,93.21,Black,34,34.67714052299248,0.787,980473,11,980.473,0.787,0.09030640609971048
39049009322,93.22,Black,23,15.486254938768694,0.848,1485188,5290,1485.188,0.848,0.040329392976817674
39049009323,93.23,Black,167,151.23989545429026,0.952,1104206,1896,1104.206,0.952,0.3938597938407603
39049009325,93.25,Black,331,63.80196486921176,0.982,5187928,77217,5187.928,0.982,0.16615343890936504
39049009326,93.26,Black,282,383.9942482563666,0.862,734386,78703,734.386,0.862,1
39049009332,93.32,Black,107,55.99567106363515,0.802,1910862,19339,1910.862,0.802,0.14582424428985377
39049009334,93.34,Black,67,45.496152519400376,0.816,1472652,1135,1472.652,0.816,0.11848133852522114
39049009336,93.36,Other,105,61.83523442326277,0.209,1698061,78605,1698.061,0.209,0.16103166832327037
39049009337,93.37,Black,110,37.07467344796148,0.924,2966985,1334,2966.985,0.924,0.09655007494593842
39049009340,93.40,Black,159,102.60573391816449,0.965,1549621,2866,1549.621,0.965,0.2672064344298764
39049009350,93.50,Black,215,121.76577362326803,0.745,1765685,34134,1765.685,0.745,0.31710311853935214
39049009361,93.61,Black,156,25.14953494318301,0.576,6202898,112192,6202.898,0.576,0.06549456159143403
39049009372,93.72,Black,72,32.45424402346082,0.625,2218508,39090,2218.508,0.625,0.0845175264234514
39049009373,93.73,Black,149,47.42917932240574,0.666,3141526,40633,3141.526,0.666,0.12351533789313567
39049009381,93.81,White,208,66.9175000522793,0.896,3108305,86956,3108.305,0.896,0.1742669333099049
39049009382,93.82,White,127,65.22634569141466,0.731,1947066,15989,1947.066,0.731,0.16986281952813917
39049009383,93.83,White,71,53.4690493278338,0.823,1327871,0,1327.871,0.823,0.1392444016300374
39049009384,93.84,White,59,42.52981772729304,0.684,1387262,2511,1387.262,0.684,0.1107563926293469
39049009385,93.85,White,36,13.089562055977513,0.374,2750283,36231,2750.283,0.374,0.034087911773195395
39049009386,93.86,Other,234,89.29736710147615,0.875,2620458,25330,2620.458,0.875,0.23254871005739242
39049009390,93.90,Other,47,7.2011260722591635,0.483,6526757,50947,6526.757,0.483,0.018753213374830203
39049009391,93.91,Other,180,68.21540910296737,0.432,2638700,11681,2638.7,0.432,0.17764695542372977
39049009392,93.92,Black,236,61.08044579408074,0.826,3863757,35872,3863.757,0.826,0.15906604349266587
39049009393,93.93,Black,134,96.49437380192154,0.876,1388682,0,1388.682,0.876,0.25129119574077285
39049009394,93.94,White,17,10.460939773908324,0.246,1625093,0,1625.093,0.246,0.027242438712061837
39049009395,93.95,White,57,22.43068328583538,0.221,2541162,2612,2541.162,0.221,0.05841411267926064
39049009396,93.96,Black,294,183.567694333565,0.853,1601589,12617,1601.589,0.853,0.478048031102303
39049009397,93.97,Black,181,98.10680958823325,0.737,1844928,3263,1844.928,0.737,0.25549031016405765
39049009401,94.01,White,113,17.67800222930559,0.314,6392125,291032,6392.125,0.314,0.046037153706279484
39049009403,94.03,Other,54,14.280402580415855,0.753,3781406,51759,3781.406,0.753,0.0371891054234797
39049009404,94.04,White,3,1.0902688057740637,0.231,2751615,5935,2751.615,0.231,0.0028392842099191186
39049009405,94.05,White,6,1.03895528197939,0.089,5775032,131554,5775.032,0.089,0.0027056532401124687
39049009410,94.10,White,35,27.121964374137423,0.325,1290467,1450,1290.467,0.325,0.07063117350661448
39049009420,94.20,White,199,49.945386351406704,0.708,3984352,116352,3984.352,0.708,0.13006805851441192
39049009440,94.40,White,40,4.500003487502703,0.18,8888882,142902,8888.882,0.18,0.011718934614089217
39049009495,94.95,White,71,3.6344789193823943,0.513,19535125,688822,19535.125,0.513,0.00946493062301262
39049009497,94.97,White,1,0.02469245790602623,0.329,40498196,798640,40498.196,0.329,6.430423897792545e-5
39049009498,94.98,Other,211,38.00466502760291,0.769,5551950,146912,5551.95,0.769,0.09897196429418861
39049009520,95.20,White,18,2.84334181754939,0.483,6330579,13050,6330.579,0.483,0.007404646893697965
39049009590,95.90,White,44,1.0090992080979293,0.517,43603245,4004218,43603.245,0.517,0.0026279018831142052
39049009600,96,White,38,5.933942416085856,0.843,6403837,17782,6403.837,0.843,0.015453206507729174
39049009711,97.11,White,58,29.794239951507308,0.634,1946685,1026,1946.685,0.634,0.07759032872704838
39049009712,97.12,White,17,14.404374862840696,0.422,1180197,2924,1180.197,0.422,0.03751195474475931
39049009751,97.51,White,48,1.7654834090351776,0.133,27188021,187740,27188.021,0.133,0.004597681910736552
39049009752,97.52,White,39,4.802559986129221,0.05,8120669,39605,8120.669,0.05,0.012506853964445015
39049009753,97.53,White,2,0.11244684848310045,0.053,17786181,216358,17786.181,0.053,2.928347208159936e-4
39049009754,97.54,White,6,0.5648075211275667,0.052,10623088,350095,10623.088,0.052,0.0014708749511020893
39049009755,97.55,White,54,4.908432732883545,0.104,11001475,139098,11001.475,0.104,0.01278256837223906
39049009756,97.56,White,97,28.0616731931754,0.431,3456672,16425,3456.672,0.431,0.07307836854483443
39049009757,97.57,White,28,7.653943352618538,0.152,3658245,7449,3658.245,0.152,0.019932442705518146
39049009801,98.01,White,6,0.15883723099161104,0.238,37774519,427769,37774.519,0.238,4.136448181525009e-4
39049009802,98.02,White,6,0.08536475970567084,0.233,70286615,1002857,70286.615,0.233,2.2230739156457014e-4
39049009900,99,Other,78,27.616455583710966,0.843,2824403,40220,2824.403,0.843,0.07191893032020978
39049010000,100,White,188,17.891840587887813,0.272,10507583,2324911,10507.583,0.272,0.046594032772966594
39049010100,101,Black,30,4.565736098627205,0.445,6570682,52856,6570.682,0.445,0.011890115852930634
39049010201,102.01,Other,186,15.38250331220031,0.209,12091660,113708,12091.66,0.209,0.04005920240224658
39049010202,102.02,Other,153,32.67027619835854,0.644,4683156,242182,4683.156,0.644,0.08508011863903452
39049010203,102.03,Other,189,79.0518132352812,0.139,2390837,38098,2390.837,0.139,0.20586718054824546
39049010204,102.04,Black,304,37.251806773897954,0.318,8160678,70764,8160.678,0.318,0.09701136655835398
39049010300,103,White,209,10.6663362313956,0.511,19594357,27439,19594.357,0.511,0.027777333332020173
39049010401,104.01,Other,0,0,0.095,2574414,73588,2574.414,0.095,0
39049010402,104.02,White,3,0.8521252999126004,0.177,3520609,64386,3520.609,0.177,0.0022191095407858687
39049010501,105.01,White,9,3.2606852656154217,0.265,2760156,58257,2760.156,0.265,0.008491495069057614
39049010502,105.02,White,5,0.8788084482316793,0.117,5689522,81438,5689.522,0.117,0.002288597947032163
39049010601,106.01,White,16,4.3981853087416125,0.056,3637864,118858,3637.864,0.056,0.011453779135267792
39049010602,106.02,White,51,14.389711187210423,0.267,3544199,71035,3544.199,0.267,0.037473767517484796
39049010700,107,White,17,12.197484448207328,0.495,1393730,8400,1393.73,0.495,0.03176475820560704
39049010900,109,White,61,13.874474219975923,0.419,4396563,53452,4396.563,0.419,0.036131984484082405
39049980000,9800,Other,1,0.08881676178349741,NA,11259136,151421,11259.136,NA,2.312971149614735e-4
